productId,productMercantId,merchantId,provinceCnName,mainProductId,isYiHaoDian,cutoffTimeKey,isRuleType,mcSiteKey,categoryId,experoienceProductId,productType,isShengxianProd,newBrandLogoUrl,currProductClass,topCategoryId,yingyangTabSwith,brandID,backCategoryId,storeId,pointSiteKey,lastCategory,onlineCustomUserId,yhdFreshFoodKeyId,isSecondHandProduct,isFbyProd,urlProductId,companyName,detailOldForNewService,brandName,oneKeyGoDomain,threeAreas,hasStockNum,isCanSale,combinePositionKey,product_amount
19440595,22932873,1,上海,19440595,1,1,6,3,5073,19440595,3,0,http://d6.yihaodianimg.com/N04/M00/E7/A5/CgQDrVK37nSABtptAACBwvSzxI0853.jpg,5009,5009,1,912848,5073,1,0,牙膏,0,1,0,0,19440595,1号店,0,舒适达,,0,1113,1,0,1
32314,101764,1,上海,32314,1,1,-1,3,5073,32314,0,0,http://d6.yihaodianimg.com/N04/M05/CE/4B/CgQDr1KYS6mAfw5ZAABX0hhA3tc740.jpg,5009,5009,1,1471,5073,1,0,牙膏,0,1,0,0,32314,1号店,0,狮王,,0,497,1,0,1
3146339,3308137,1,上海,3146339,1,1,-1,3,5073,3146339,0,0,,5009,5009,1,133,5073,1,0,牙膏,0,1,0,0,3146339,1号店,0,中华,,0,231,1,0,1
1440737,1633220,1,上海,1440737,1,1,-1,3,5073,1440737,0,0,,5009,5009,1,133,5073,1,0,牙膏,0,1,0,0,1440737,1号店,0,中华,,0,161,1,0,1
976515,1010563,1,上海,976515,1,1,-1,3,5073,976515,0,0,http://d6.yihaodianimg.com/N02/M07/28/91/CgQCsFK375yAFEh0AABqW7_DzpM607.jpg,5009,5009,1,142,5073,1,0,牙膏,0,1,0,0,976515,1号店,0,黑人,,0,407,1,0,1
4324744,7985323,1,上海,4324744,1,1,-1,3,5073,4324744,0,0,http://d6.yihaodianimg.com/N02/M01/0B/B0/CgQCsVKVUoOAJPFBAAATd3B5kaU717.jpg,5009,5009,1,1437,5073,1,0,牙膏,0,1,0,0,4324744,1号店,0,竹盐,,0,219,1,0,1
8000246,9153528,1,上海,8000246,1,1,-1,3,5073,8000246,0,0,,5009,5009,1,133,5073,1,0,牙膏,0,1,0,0,8000246,1号店,0,中华,,0,182,1,0,1
2582674,8284207,1,上海,2582674,1,1,-1,3,5073,2582674,0,0,http://d6.yihaodianimg.com/N03/M01/24/00/CgQCtFK36byAU7lSAAB8AmN74V4744.jpg,5009,5009,1,937692,5073,1,0,牙膏,0,1,0,0,2582674,1号店,0,Saky/舒客,,0,33,1,0,1
14124251,16000711,1,上海,14124251,1,1,6,3,5073,14124251,3,0,http://d6.yihaodianimg.com/N02/M01/0B/B0/CgQCsVKVUoOAJPFBAAATd3B5kaU717.jpg,5009,5009,1,1437,5073,1,0,牙膏,0,1,0,0,14124251,1号店,0,竹盐,,0,450,1,0,1
5753523,6784608,16426,上海,5753523,0,1,-1,3,5073,5753523,0,0,http://d6.yihaodianimg.com/N04/M04/FA/2C/CgQDrlLM4R6AHt_gAAAmqYZQBjc621.jpg,5009,5009,0,947553,5073,16426,0,牙膏,0,0,0,0,5753523,艾禾美旗舰店,0,艾禾美,,0,102,1,0,13712
10405156,11763959,2606,上海,10405156,0,1,0,3,5073,10405156,0,0,http://d6.yihaodianimg.com/N01/M02/28/6D/CgQCr1K37eyAAq1jAABki8RJTWQ603.jpg,5009,5009,0,8632,5073,2606,0,牙膏,0,0,0,0,10405156,壹药网官方旗舰店,0,皓乐齿,,0,30,1,0,9576
1505302,1696671,1,上海,1505302,1,1,-1,3,5073,1505302,0,0,http://d6.yihaodianimg.com/N02/M08/28/93/CgQCslK364iAe2N7AACH1PD3cAg150.jpg,5009,5009,1,911381,5073,1,0,牙膏,0,1,0,0,1505302,1号店,0,双莲,,0,25,1,0,1
