jd_id,title,info,img_url
649260,植村秀胭脂,商品名称：植村秀胭脂;商品编号：649260;品牌：植村秀（Shu-uemura）;上架时间：2013-10-14 19:49:21;商品毛重：10.00g;商品产地：日本;类别：单色腮红,http://img10.360buyimg.com/n1/g8/M03/09/0A/rBEHZ1CAsH0IAAAAAAFL8HzPI3MAAB0ogEO3rwAAUwI324.jpg
649261,兔兔奶瓶,商品名称：兔兔奶瓶;商品编号：649261;品牌：爱婴缔（TUTU）;上架时间：2014-02-10 10:51:19;商品毛重：300.00g;商品产地：中国大陆;口径：宽口径;材质：玻璃;分类：手柄奶瓶;容量：150~260ml,http://img11.360buyimg.com/n1/g5/M00/01/0B/rBEDik_F6YgIAAAAAADSsqvwKXwAAAQ2wPGBgoAANLK437.jpg
649263,植村秀胭脂,商品名称：植村秀胭脂;商品编号：649263;品牌：植村秀（Shu-uemura）;上架时间：2013-10-21 19:34:17;商品毛重：4.00g;商品产地：日本;类别：单色腮红,http://img13.360buyimg.com/n1/g7/M03/09/0A/rBEHZlCAsH4IAAAAAADWzuDggcUAAB0ogFk5hcAANbm308.jpg
649265,植村秀胭脂,商品名称：植村秀胭脂;商品编号：649265;品牌：植村秀（Shu-uemura）;上架时间：2013-09-17 13:57:42;商品毛重：4.00g;商品产地：日本;类别：单色腮红,http://img10.360buyimg.com/n1/g7/M03/09/0A/rBEHZlCAsJAIAAAAAAIM98B5-58AAB0ogIHuDIAAg0P618.jpg
649266,兔兔奶瓶,商品名称：兔兔奶瓶;商品编号：649266;品牌：爱婴缔（TUTU）;上架时间：2014-02-10 10:51:19;商品毛重：136.00g;商品产地：中国大陆;口径：宽口径;材质：pp;分类：吸管+手柄;容量：150~260ml,http://img11.360buyimg.com/n1/g5/M00/01/0A/rBEIC0_F434IAAAAAADDbJzaTZgAAAQyQJ1z0oAAMOE022.jpg
649270,兔兔奶瓶,商品名称：兔兔奶瓶;商品编号：649270;品牌：爱婴缔（TUTU）;上架时间：2014-02-10 10:51:19;商品毛重：134.00g;商品产地：中国大陆;口径：宽口径;材质：pp;容量：150~260ml,http://img10.360buyimg.com/n1/g5/M00/01/0A/rBEDik_F44EIAAAAAACi48q8P1IAAAQyQL2nK0AAKL7333.jpg
649275,兔兔奶瓶,商品名称：兔兔奶瓶;商品编号：649275;品牌：爱婴缔（TUTU）;上架时间：2014-02-10 10:51:19;商品毛重：152.00g;商品产地：中国大陆;口径：宽口径;材质：pp;分类：吸管+手柄;容量：260ml以上,http://img10.360buyimg.com/n1/g14/M06/00/01/rBEhV1Gv8g4IAAAAAADM4Pr4-WkAAAAxgFY9XwAAMz4145.jpg
649295,维氏瑞士钳,商品名称：维氏瑞士钳;商品编号：649295;品牌：维氏（VICTORINOX）;上架时间：2012-07-10 08:55:33;商品毛重：388.00g;商品产地：瑞士;颜色：其它;规格：100mm系列;功能：20种以上,http://img10.360buyimg.com/n1/g5/M02/12/14/rBEIC0_y0MEIAAAAAAEkzah-sAwAADpEgFfp1IAASTl848.jpg
649297,维氏旅行套装,商品名称：维氏旅行套装;商品编号：649297;品牌：维氏（VICTORINOX）;上架时间：2012-07-10 08:55:34;商品毛重：264.00g;商品产地：瑞士;颜色：红色;规格：91mm系列;功能：20种以上,http://img12.360buyimg.com/n1/g5/M02/12/14/rBEIDE_y0OsIAAAAAAF_7byR1o4AADpEgJKARAAAYAF793.jpg
649298,兔兔自动吸管杯,商品名称：兔兔自动吸管杯;商品编号：649298;品牌：爱婴缔（TUTU）;上架时间：2014-02-10 10:51:19;商品毛重：140.00g;商品产地：中国大陆;规格：201-300ml;是否带手柄：是;分类：水杯,http://img13.360buyimg.com/n1/g5/M00/01/0B/rBEIDE_F65UIAAAAAAD555fMQOgAAAQ4QFe9EQAAPn_321.jpg
